  TidValueString;1;2;4;5;6;7;8;9;10;11;0;1;2;4;5;6;7;8;9;10;11;0;1;4;5;6;7;8;9;10;11;0;1;2;4;5;6;7;8;9;10;11;0;1;2;4;5;6;7;8;9;10;11;0;2;4;5;6;7;8;9;10;11;0;1;2;4;5;7;8;9;10;11;0;1;2;4;5;6;7;8;9;10;11;0;1;2;4;5;6;7;8;9;10;11;0;1;2;4;5;6;8;9;10;11;0;1;2;4;6;7;8;9;10;11;0;1;2;4;6;7;8;9;10;11;0;1;2;4;6;7;9;10;11;0;1;2;4;6;7;8;10;11;0;1;2;4;6;7;8;9;11;0;1;2;4;6;7;8;9;10;0;1;2;4;6;7;8;9;10;11;0;1;2;6;7;8;9;10;11
  Description;Stream number 0;Stream number 0;Stream number 0;Stream number 1;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 1;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 1;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 1;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 1;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 1;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 1;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 1;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 1;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 1;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0
TX Totals:
  TxPackets;61212;4401573;122430;1550;122424;61213;122427;61215;61216;10850;44014905;61212;4401573;122430;1550;122424;61213;122427;61215;61216;10850;44014905;61212;122430;1550;122424;61213;122427;61215;61216;10850;44014905;61212;4401573;122430;1550;122424;61213;122427;61215;61216;10850;44014905;61212;4401573;122430;1550;122424;61213;122427;61215;61216;10850;44014905;4401573;122430;1550;122424;61213;122427;61215;61216;10850;44014905;61212;4401573;122430;1550;61213;122427;61215;61216;10850;44014905;61212;4401573;122430;1550;122424;61213;122427;61215;61216;10850;44014905;61212;4401573;122430;1550;122424;61213;122427;61215;61216;10850;44014905;61212;4401573;122430;1550;122424;122427;61215;61216;10850;44014905;61212;4401573;122430;122424;61213;122427;61215;61216;10850;44014905;61212;4401573;122430;122424;61213;122427;61215;61216;10850;44014905;61212;4401573;122430;122424;61213;61215;61216;10850;44014905;61212;4401573;122430;122424;61213;122427;61216;10850;44014905;61212;4401573;122430;122424;61213;122427;61215;10850;44014905;61212;4401573;122430;122424;61213;122427;61215;61216;44014905;61212;4401573;122430;122424;61213;122427;61215;61216;10850;44014905;61212;4401573;122424;61213;122427;61215;61216;10850
RX Totals:
  RxPercent;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
  RxBpsL1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
  RxBpsL2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
  RxPps;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
  RxBytes;47919630;479102910;95877945;168520;95863116;47921506;95866710;47923245;47924028;1179640;4790856950;47919630;479098620;95876504;6160;95862629;47921506;95866294;47923245;47923413;1179640;4790828020;47919111;95876362;6160;95861330;47920531;95865383;47922261;47923413;1179640;4790800190;47919111;479093010;95875794;6160;95860649;47920531;95864896;47922261;47922429;1179640;4790772360;47918820;479090370;95875794;6160;95860277;47920012;95863597;47921286;47922429;1179640;4790744530;479087400;95874716;6160;95860277;47920012;95863597;47921286;47922429;1179640;4790701630;47898449;479083110;95874541;6600;47920012;95862916;47921286;47921454;1179640;4790673140;47883923;479080470;95873474;6600;95859918;47919721;95862544;47920767;47921454;1179640;4790646410;47899821;479077720;95873474;6600;95859816;47919721;95862326;47920767;47920935;1179640;4790618690;47894961;479074860;95872909;6600;95858709;95862326;47920767;47920935;1179640;4790608020;47888993;479073760;95871571;95859307;47914546;95862774;47920476;47920935;1179640;4790580190;47889406;479070790;95870870;95852519;47893700;95862672;47920476;47920644;1179640;4790535200;47885452;479066500;95870870;95845050;47881784;47919275;47920644;1179640;4790507370;47855472;479063970;95869464;95641713;47808458;95860976;47920644;1179640;4790479870;47828171;479061000;95869048;95764565;47858187;95832921;47913218;1179640;4790451710;47871927;479058360;95869048;95829546;47899588;95819111;47913073;47919443;4790422780;47600101;479055060;95868137;95186770;47579553;94241309;46655697;47919443;1179640;4790314760;47841838;479044390;95801916;47866198;93236907;45859847;47917439;1179640
  RxPackets;60571;4355481;121162;1532;121144;60573;121149;60576;60578;10724;43553245;60571;4355442;121161;56;121143;60573;121148;60576;60577;10724;43552982;60570;121160;56;121142;60572;121147;60575;60577;10724;43552729;60570;4355391;121159;56;121141;60572;121146;60575;60576;10724;43552476;60569;4355367;121159;56;121140;60571;121145;60574;60576;10724;43552223;4355340;121158;56;121140;60571;121145;60574;60576;10724;43551833;60554;4355301;121157;60;60571;121144;60574;60575;10724;43551574;60542;4355277;121156;60;121138;60570;121143;60573;60575;10724;43551331;60555;4355252;121156;60;121137;60570;121142;60573;60574;10724;43551079;60550;4355226;121155;60;121136;121142;60573;60574;10724;43550982;60545;4355216;121154;121137;60565;121142;60572;60574;10724;43550729;60545;4355189;121153;121131;60550;121141;60572;60573;10724;43550320;60542;4355150;121153;121124;60540;60571;60573;10724;43550067;60519;4355127;121152;120956;60479;121139;60573;10724;43549817;60492;4355100;121151;121060;60516;121115;60566;10724;43549561;60530;4355076;121151;121109;60552;121103;60566;60572;43549298;60305;4355046;121150;120577;60289;119797;59521;60572;10724;43548316;60503;4354949;121084;60527;118961;58859;60570;10724
RX Errors:
  TxRxDiff;641;46092;1268;18;1280;640;1278;639;638;126;461660;641;46131;1269;1494;1281;640;1279;639;639;126;461923;642;1270;1494;1282;641;1280;640;639;126;462176;642;46182;1271;1494;1283;641;1281;640;640;126;462429;643;46206;1271;1494;1284;642;1282;641;640;126;462682;46233;1272;1494;1284;642;1282;641;640;126;463072;658;46272;1273;1490;642;1283;641;641;126;463331;670;46296;1274;1490;1286;643;1284;642;641;126;463574;657;46321;1274;1490;1287;643;1285;642;642;126;463826;662;46347;1275;1490;1288;1285;642;642;126;463923;667;46357;1276;1287;648;1285;643;642;126;464176;667;46384;1277;1293;663;1286;643;643;126;464585;670;46423;1277;1300;673;644;643;126;464838;693;46446;1278;1468;734;1288;643;126;465088;720;46473;1279;1364;697;1312;649;126;465344;682;46497;1279;1315;661;1324;649;644;465607;907;46527;1280;1847;924;2630;1694;644;126;466589;709;46624;1340;686;3466;2356;646;126
  LostPackets;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1438;0;0;0;0;0;0;0;0;0;1438;0;0;0;0;0;0;0;0;0;0;1438;0;0;0;0;0;0;0;0;0;0;1438;0;0;0;0;0;0;0;0;0;1438;0;0;0;0;0;0;0;15;0;0;1450;0;0;0;0;0;0;26;0;0;1450;0;0;0;0;0;0;0;13;0;0;1450;0;0;0;0;0;0;0;17;0;0;1450;0;0;0;0;0;0;22;0;0;0;4;0;0;0;0;0;22;0;0;4;19;0;0;0;0;0;24;1;0;10;28;0;0;0;0;47;0;0;178;89;0;0;0;0;74;0;0;73;52;23;5;0;0;35;0;0;23;15;34;4;0;10;260;3;0;555;278;1340;1049;0;0;2;61;1;45;39;2173;1710;0;0
  MisorderPackets;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
