  TidValueString;1;2;4;5;6;7;8;9;10;11;0;1;2;4;5;6;7;8;9;10;11;0;1;4;5;6;7;8;9;10;11;0;1;2;4;5;6;7;8;9;10;11;0;1;2;4;5;6;7;8;9;10;11;0;2;4;5;6;7;8;9;10;11;0;1;2;4;5;7;8;9;10;11;0;1;2;4;5;6;7;8;9;10;11;0;1;2;4;5;6;7;8;9;10;11;0;1;2;4;5;6;8;9;10;11;0;1;2;4;6;7;8;9;10;11;0;1;2;4;6;7;8;9;10;11;0;1;2;4;6;7;9;10;11;0;1;2;4;6;7;8;10;11;0;1;2;4;6;7;8;9;11;0;1;2;4;6;7;8;9;10;0;1;2;4;6;7;8;9;10;11;0;1;2;6;7;8;9;10;11
  Description;Stream number 0;Stream number 0;Stream number 0;Stream number 1;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 1;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 1;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 1;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 1;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 1;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 1;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 1;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 1;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 1;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0;Stream number 0
TX Totals:
  PayloadErrors;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
  BitErrorRate;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0291801948051948;0;0;0;0;0;0;0;0;0;0,0291801948051948;0;0;0;0;0;0;0;0;0;0;0,0291801948051948;0;0;0;0;0;0;0;0;0;0;0,0291801948051948;0;0;0;0;0;0;0;0;0;0,0291801948051948;0;0;0;0;0;0;0;3,91453176281345E-08;0;0;0,0274621212121212;0;0;0;0;0;0;6,78724673414916E-08;0;0;0,0274621212121212;0;0;0;0;0;0;0;3,39249701997843E-08;0;0;0,0274621212121212;0;0;0;0;0;0;0;4,43679242164953E-08;0;0;0,0274621212121212;0;0;0;0;0;2,60927213159886E-11;5,74244691259221E-08;2,60920155593577E-10;0;0;1,04352444453924E-08;0;0;0;0;2,60928728968839E-11;5,74239738951868E-08;2,60921773168429E-10;0;5,21634700075018E-09;4,95889856077104E-08;0;0;0;0;0;6,26495078296431E-08;2,60924109700845E-10;0;1,30418837488217E-08;7,30966916353827E-08;0;0;0;0;1,22765480194198E-07;0;0;2,32639078724991E-07;2,32699410635666E-07;0;0;0;0;1,93400663387274E-07;0;0;9,52857667133976E-08;1,35817932258905E-07;3,00001290788162E-08;1,30444170959254E-08;0;0;9,13896781301492E-08;0;0;3,00011856468568E-08;3,91443867951432E-08;4,43544085897436E-08;1,04355652579412E-08;0;2,60937302907532E-10;6,8277166050551E-07;7,82791021975637E-10;0;7,28830277569036E-07;7,30355747562404E-07;1,7773522224739E-06;2,81048207253232E-06;0;0;5,2188637391335E-11;1,59379328193871E-07;2,60936152493092E-10;5,8714900858559E-08;1,01846401086629E-07;2,91327767876298E-06;4,66094010300558E-06;0;0
RX Latency:
  AggrMinLatency;2086;2559;9094;10344;4884;4980;7057;6993;9254;10609;2559;2086;2559;9094;10417;4964;4988;7057;7017;9254;10609;2583;2102;9094;10441;4988;5012;7089;7041;9278;10633;2559;2070;2559;9094;10537;4988;5012;7089;7041;9278;10633;2583;2070;2583;9118;10537;4860;5028;7041;7065;9278;10633;2583;2583;9118;10537;4884;4932;7057;7065;9278;10657;4555;3697;4555;6351;7506;2262;4299;4299;6520;7602;4579;3778;4555;6351;7506;2214;2254;4323;4299;6520;7602;4579;3706;4555;6376;7530;2222;2238;4395;4323;6544;7602;4483;3689;4555;6392;7530;2214;4371;4395;6640;7602;7057;5951;7033;4243;4403;4443;2166;2158;4395;5101;7057;5951;7033;4227;4403;4443;2134;2150;4379;5101;7161;6079;7161;4307;4523;4563;2238;4451;5229;7161;6279;7161;4299;4523;4628;2238;4459;5229;9759;8476;9711;2118;6817;6841;4419;4531;2655;9759;8212;9759;2150;6696;6744;4451;4451;2294;9711;8188;9735;2118;6648;6656;4403;4411;2238;2655;9759;8316;9759;6792;6800;4547;4547;2286;2679
  AggrAvgLatency;2990;2875;11232;10625;6132;6495;8750;8829;11425;11862;3243;3935;3243;12035;10973;6943;7451;9560;9667;12231;13614;3176;3884;12034;11009;6933;7435;9552;9660;12233;13467;3266;3933;3259;12068;11023;6967;7480;9588;9698;12266;13577;3267;3969;3259;12076;11011;6977;7489;9595;9705;12274;13593;3273;3243;12075;11012;6989;7134;9595;9714;12281;13581;5403;6090;5389;8798;7767;4040;6250;6348;8987;10381;5421;6127;5410;8804;7772;3689;4085;6255;6374;9003;10413;5424;6125;5424;8795;7799;3691;4111;6248;6367;8991;10410;5414;5730;5415;8831;7806;3683;6268;6287;9036;10405;8105;8903;8084;6059;6474;6923;3564;3632;6284;7716;8109;8882;8044;6093;6410;6855;3581;3647;6330;7713;8209;8966;8134;6183;6498;6919;3728;6374;7820;8220;8982;8133;6249;6477;6827;3690;6498;7852;10988;11772;10793;3511;9274;9727;6459;6598;5158;10988;11808;10823;3538;9314;9761;6518;6630;3728;10921;11755;10793;3466;9257;9708;6479;6589;3652;5155;10981;11794;10816;9318;9756;6525;6632;3651;5201
  AggrMaxLatency;23077;15524;39979;22540;24777;25290;24304;27407;26693;25835;18723;29083;19277;39979;13520;32739;36339;35698;36940;34391;37935;15981;26637;40027;13520;32739;36315;35722;36965;34367;34687;18555;29083;18988;39979;13520;32691;36315;35722;36940;34343;38007;18579;29083;18916;39979;13544;32739;36411;35770;36965;34343;38055;18555;18820;35521;13544;32739;33501;35746;36965;34367;38031;28658;35128;28586;36684;9479;35257;32282;30446;31384;29395;28754;35128;28586;36660;9479;29564;35233;32258;34319;31977;34567;28778;35225;28610;36732;9527;29564;35257;32306;34415;32074;34567;26830;31408;23510;31248;9527;27295;31649;29588;32474;34615;34046;36844;35273;37502;38496;34335;30213;26573;30959;24849;34046;36844;35273;37502;38616;34335;30213;26669;31031;24849;34174;36948;35401;37606;38720;34463;26028;30815;24977;31769;36852;31745;37630;29075;31584;27904;31159;24977;37301;40051;38528;32362;41679;37301;33108;29540;19325;37349;40100;38552;26284;41727;37398;33156;29588;28217;37325;40076;38552;32434;41679;37373;33132;29588;28241;19349;37349;37871;38576;41775;37398;33180;29636;24897;19373
  AggrLatencyRange;20991;12965;30885;12196;19893;20310;17247;20414;17439;15226;16164;26997;16718;30885;3103;27775;31351;28641;29923;25137;27326;13398;24535;30933;3079;27751;31303;28633;29924;25089;24054;15996;27013;16429;30885;2983;27703;31303;28633;29899;25065;27374;15996;27013;16333;30861;3007;27879;31383;28729;29900;25065;27422;15972;16237;26403;3007;27855;28569;28689;29900;25089;27374;24103;31431;24031;30333;1973;32995;27983;26147;24864;21793;24175;31350;24031;30309;1973;27350;32979;27935;30020;25457;26965;24199;31519;24055;30356;1997;27342;33019;27911;30092;25530;26965;22347;27719;18955;24856;1997;25081;27278;25193;25834;27013;26989;30893;28240;33259;34093;29892;28047;24415;26564;19748;26989;30893;28240;33275;34213;29892;28079;24519;26652;19748;27013;30869;28240;33299;34197;29900;23790;26364;19748;24608;30573;24584;33331;24552;26956;25666;26700;19748;27542;31575;28817;30244;34862;30460;28689;25009;16670;27590;31888;28793;24134;35031;30654;28705;25137;25923;27614;31888;28817;30316;35031;30717;28729;25177;26003;16694;27590;29555;28817;34983;30598;28633;25089;22611;16694
  CurrMinLatency;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
  CurrAvgLatency;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
  CurrMaxLatency;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
  CurrLatencyRange;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
RX Jitter:
  AggrMinJitter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
  AggrAvgJitter;0;1;0;0;0;0;0;0;0;0;10;0;4;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;10;0;4;0;0;0;0;0;0;0;0;10;0;4;0;0;0;0;0;0;0;0;10;4;0;0;0;0;0;0;0;0;11;0;4;0;0;0;0;0;0;0;11;0;4;0;0;0;0;0;0;0;0;11;0;4;0;0;0;0;0;0;0;0;12;0;4;0;0;0;0;0;0;0;12;0;4;0;0;0;0;0;0;0;12;0;4;0;0;0;0;0;0;0;12;0;5;0;0;0;0;0;0;12;0;5;0;0;0;0;0;0;11;0;5;0;0;0;0;0;0;12;0;5;0;0;0;0;0;0;13;0;5;0;0;0;0;0;0;0;13;0;4;0;0;0;0;0;0
  AggrMaxJitter;15715;12796;28825;12099;18946;19042;15627;18922;15162;14865;16044;26427;16573;28808;2285;26740;30196;27028;27862;23300;26964;13133;23901;28833;2261;26716;30148;27028;27838;23348;23693;15875;26403;16188;28784;2285;26668;30172;27028;27766;23204;27012;15779;26379;16116;28784;2285;26716;30244;27053;27790;23180;27036;15755;16140;24334;2285;26716;24679;27028;27790;23180;27012;23669;30252;23765;28656;1178;32377;27028;25128;23252;21336;23765;30252;23765;28608;1178;26507;32352;27004;25850;23252;26916;23765;30348;23789;28680;1178;26796;32377;27053;25826;23252;26892;21769;26443;18666;23268;1178;24479;26235;24198;24407;26940;26555;29426;27662;32168;32769;26427;27453;23853;25240;19532;26555;29426;27975;32144;32890;26427;27429;23950;25216;19508;26579;29450;27999;32152;33178;26451;23092;25248;19532;24006;29330;24318;32168;23380;25625;24984;25273;19532;26892;29610;28408;29642;33323;26836;27453;23901;16453;27205;29634;28384;23492;33347;26812;27453;23901;25273;27205;29634;28432;29594;33323;26836;27453;23950;25321;16453;27205;27261;28408;33371;26836;27477;23950;21977;16549
  AggrJitterRange;15715;12796;28825;12099;18946;19042;15627;18922;15162;14865;16044;26427;16573;28808;2285;26740;30196;27028;27862;23300;26964;13133;23901;28833;2261;26716;30148;27028;27838;23348;23693;15875;26403;16188;28784;2285;26668;30172;27028;27766;23204;27012;15779;26379;16116;28784;2285;26716;30244;27053;27790;23180;27036;15755;16140;24334;2285;26716;24679;27028;27790;23180;27012;23669;30252;23765;28656;1178;32377;27028;25128;23252;21336;23765;30252;23765;28608;1178;26507;32352;27004;25850;23252;26916;23765;30348;23789;28680;1178;26796;32377;27053;25826;23252;26892;21769;26443;18666;23268;1178;24479;26235;24198;24407;26940;26555;29426;27662;32168;32769;26427;27453;23853;25240;19532;26555;29426;27975;32144;32890;26427;27429;23950;25216;19508;26579;29450;27999;32152;33178;26451;23092;25248;19532;24006;29330;24318;32168;23380;25625;24984;25273;19532;26892;29610;28408;29642;33323;26836;27453;23901;16453;27205;29634;28384;23492;33347;26812;27453;23901;25273;27205;29634;28432;29594;33323;26836;27453;23950;25321;16453;27205;27261;28408;33371;26836;27477;23950;21977;16549
  CurrMinJitter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
  CurrAvgJitter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
  CurrMaxJitter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
  CurrJitterRange;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
